id,text,created_at,user_id,retweet_count,username,user_desc,location,verified
1494099263952982023,"RT @LionHearted76: If Klaus Schwab says it—do the opposite.

World Economic Forum says “the COVID19 pandemic has led to 
a heightened focus…",2022-02-16T23:59:58.000Z,1299057330127077382,87,Markets94209738,Market watcher. Trend watcher.,,False
1494099259121192962,"#dancingastronaut #EDM #EDMFamily #PLUR #ElectroHouse #Plurnation #EDMLove Coachella, Stagecoach lift all COVID-19 restrictions for 2022 weekends https://t.co/uzWDxpGAZw",2022-02-16T23:59:57.000Z,2252541710,0,dubscobarmusic,Dubscobar - Producer/DJ/International as fuq,New York City ,False
1494099252326592512,RT @JaeJazee: I'm also an #Airen... #LeeSeungGi Diagnosed With COVID-19 *sigh* https://t.co/qGmmzticbx,2022-02-16T23:59:55.000Z,1449752862905409539,2,SeunggiDimples,Seunggi always inspires me to be the very best version of myself!😍,Philippines,False
1494099252229857283,"RT @disclosetv: JUST IN - Austria will lift almost all Covid restrictions by March 5, Minister of Health and Social Affairs Mückstein annou…",2022-02-16T23:59:55.000Z,54420910,5080,Skiiryne,,,False
1494099250308911109,"RT @NickKnudsenUS: Costs for administering elections have gone way up due to COVID, security concerns &amp; supply chain issues.

States don’t…",2022-02-16T23:59:54.000Z,3169013006,28,Pasqualiba,Care about people treating people with respect. Enjoy watching Grandkids do rock/jazz/opera. Retired statistical consultant. The angel is in memory of my mom.,,False
1494099257552523270,RT @01ota: What's with these Covid vaccines? Pfitzer pulled all remaining applications in over ten countries. Did MODERNA CEO sell 90% of h…,2022-02-16T23:59:56.000Z,73211026,193,SunstoneMassage,RMT Muscles💪Sports⚽️🥊🏒⚾️Pregnant🤰Baby👶Relax🏖️Renew🌞#FollowMe🤸‍♂️#HealthBoost🍊👍#IFBP💯 #BackTheBlue🌞#LEOS #BlueLivesMatter🚔Vets👮‍♂️1stResponder👨‍🚒,Vaughan Ontario Canada,False
1494099255488774145,"RT @SoniaFurstenau: By not recognizing #COVID19 as airborne, this government provides no catalyst for the creation of policies that ensure…",2022-02-16T23:59:56.000Z,50909488,161,Ladamedemocracy,,,False
1494099268054913025,$GNW Increase in Long-Term Care Costs in Pennsylvania Mirror National Trends; Labor Market Shifts and Continued COVID-19 Pressure Affect Future Costs https://t.co/5Okfkes5lM,2022-02-16T23:59:59.000Z,1075815811556761601,0,gcassidy718,,,False
1494099258567442442,"Sore throat, low grade fever, negative covid test, good times.",2022-02-16T23:59:56.000Z,121649032,0,Shaylarz,I’m either mad about baseball or mad about politics. Seldom mad about heavy metal so that’s cool. Queen of the BTBAM people. Nelson Cruz’s biggest fan.,"Minneapolis, MN",False
1494099254494781442,RT @edyong209: They’ve been made to feel that they’re holding society back. The opposite is true. Losing remote options forces many immunoc…,2022-02-16T23:59:55.000Z,1189721639925288961,270,TAfronaut,i-terraform. poet. writer.,,False
